Date,Open,High,Low,Close,Adj Close,Volume
2016-07-25,217.0,217.059998,215.970001,216.649994,210.211166,55873100
2016-07-26,216.529999,217.169998,215.759995,216.75,210.308212,70080500
2016-07-27,217.190002,217.270004,215.619995,216.520004,210.085068,80870400
2016-07-28,216.289993,217.110001,215.75,216.770004,210.327621,65035700
2016-07-29,216.460007,217.539993,216.130005,217.119995,210.667206,79519400
2016-08-01,217.190002,217.649994,216.410004,216.940002,210.492569,73311400
2016-08-02,216.649994,216.830002,214.570007,215.550003,209.143875,92295500
2016-08-03,215.479996,216.25,215.130005,216.179993,209.755142,53993600
2016-08-04,216.309998,216.779999,214.25,216.410004,209.978317,44476100
2016-08-05,216.410004,218.229996,216.410004,218.179993,211.695694,71892200
2016-08-08,218.399994,218.520004,217.740005,218.050003,211.56958,39906500
2016-08-09,218.130005,218.759995,217.800003,218.179993,211.695694,51251700
2016-08-10,218.309998,218.399994,217.229996,217.639999,211.171768,57941100
2016-08-11,218.259995,218.940002,217.949997,218.649994,212.151733,68960100
2016-08-12,218.289993,218.710007,217.990005,218.460007,211.967392,61313500
2016-08-15,218.889999,219.5,218.880005,219.089996,212.578659,49813500
2016-08-16,218.600006,218.679993,217.960007,217.960007,211.482269,53213600
2016-08-17,218.0,218.529999,217.020004,218.369995,211.880066,75134300
2016-08-18,218.339996,218.899994,218.210007,218.860001,212.355515,52989300
2016-08-19,218.309998,218.75,217.740005,218.539993,212.044998,75443000
2016-08-22,218.259995,218.800003,217.830002,218.529999,212.035294,61368800
2016-08-23,219.25,219.600006,218.899994,218.970001,212.46225,53399200
2016-08-24,218.800003,218.910004,217.360001,217.850006,211.375519,71728900
2016-08-25,217.399994,218.190002,217.220001,217.699997,211.229965,69224800
2016-08-26,217.919998,219.119995,216.25,217.289993,210.832153,122506300
2016-08-29,217.440002,218.669998,217.399994,218.360001,211.870377,68606100
2016-08-30,218.259995,218.589996,217.350006,218.0,211.521042,58114500
2016-08-31,217.610001,217.75,216.470001,217.380005,210.919495,85269500
2016-09-01,217.369995,217.729996,216.029999,217.389999,210.929169,97844200
2016-09-02,218.389999,218.869995,217.699997,218.369995,211.880066,79293900
2016-09-06,218.699997,219.119995,217.860001,219.029999,212.520462,56702100
2016-09-07,218.839996,219.220001,218.300003,219.009995,212.501022,76554900
2016-09-08,218.619995,218.940002,218.149994,218.509995,212.0159,73011600
2016-09-09,216.970001,217.029999,213.25,213.279999,206.941345,221589100
2016-09-12,212.389999,216.809998,212.309998,216.339996,209.91037,168110900
2016-09-13,214.839996,215.149994,212.5,213.229996,206.892822,182828800
2016-09-14,213.289993,214.699997,212.5,213.149994,206.815201,134185500
2016-09-15,212.960007,215.729996,212.75,215.279999,208.881882,134427900
2016-09-16,213.479996,213.690002,212.570007,213.369995,208.074509,155236400
2016-09-19,214.130005,214.880005,213.029999,213.410004,208.11351,78968600
2016-09-20,214.410004,214.589996,213.380005,213.419998,208.12326,69665300
2016-09-21,214.240005,216.029999,213.440002,215.820007,210.46373,110284400
2016-09-22,217.0,217.529999,216.710007,217.179993,211.789963,76678700
2016-09-23,216.720001,216.880005,215.880005,215.990005,210.629486,73630900
2016-09-26,215.020004,215.229996,214.009995,214.240005,208.922928,89827300
2016-09-27,214.050003,215.679993,213.619995,215.570007,210.21994,78494800
2016-09-28,215.830002,216.820007,214.710007,216.639999,211.263382,87411000
2016-09-29,216.399994,216.869995,214.039993,214.679993,209.352005,128070600
2016-09-30,215.649994,217.119995,215.360001,216.300003,210.931808,117202900
2016-10-03,215.820007,216.039993,215.039993,215.779999,210.424698,83512100
2016-10-04,215.910004,216.169998,213.990005,214.679993,209.352005,119948100
2016-10-05,215.410004,216.130005,215.330002,215.630005,210.278458,72816000
2016-10-06,215.369995,216.039993,214.740005,215.779999,210.424698,62927400
2016-10-07,216.100006,216.300003,214.190002,215.039993,209.703064,89788300
2016-10-10,216.160004,216.699997,215.990005,216.160004,210.795288,50602600
2016-10-11,215.660004,215.740005,212.580002,213.429993,208.133026,130367400
2016-10-12,213.589996,214.320007,213.009995,213.710007,208.406097,73866100
2016-10-13,212.160004,213.589996,211.210007,213.009995,207.72345,101357000
2016-10-14,214.149994,214.690002,213.029999,213.119995,207.830719,93346200
2016-10-17,213.089996,213.389999,212.169998,212.380005,207.109116,58275700
2016-10-18,214.240005,214.309998,213.270004,213.710007,208.406097,74250300
2016-10-19,214.020004,214.639999,213.600006,214.279999,208.961945,66519200
2016-10-20,213.869995,214.529999,213.110001,213.880005,208.571884,73639800
2016-10-21,213.880005,214.080002,212.759995,213.979996,208.669373,89089100
2016-10-24,215.0,215.320007,214.479996,214.889999,209.556824,60146600
2016-10-25,214.679993,214.979996,213.979996,214.169998,208.85466,66542300
2016-10-26,213.210007,214.419998,212.929993,213.740005,208.435333,75705500
2016-10-27,214.580002,214.619995,213.080002,213.169998,207.879486,77220200
2016-10-28,213.139999,213.929993,211.710007,212.539993,207.265106,140623200
2016-10-31,212.929993,213.190002,212.360001,212.550003,207.274872,61272500
2016-11-01,212.929993,212.990005,209.600006,211.009995,205.773087,122781800
2016-11-02,210.649994,211.100006,209.229996,209.740005,204.534607,103330800
2016-11-03,209.990005,210.240005,208.460007,208.779999,203.598434,88939300
2016-11-04,208.910004,209.889999,208.380005,208.550003,203.374146,109122100
2016-11-07,208.550003,213.190002,208.550003,213.149994,207.85997,109794900
2016-11-08,212.690002,214.770004,212.380005,214.110001,208.796143,102268300
2016-11-09,212.369995,217.100006,212.339996,216.380005,211.009827,258429000
2016-11-10,217.300003,218.309998,215.220001,216.919998,211.536407,172113300
2016-11-11,216.080002,216.699997,215.320007,216.419998,211.048828,100552700
2016-11-14,217.029999,217.270004,215.720001,216.589996,211.2146,91861000
2016-11-15,217.039993,218.279999,216.800003,218.279999,212.862656,91652600
2016-11-16,217.559998,218.139999,217.419998,217.869995,212.46283,64761400
2016-11-17,218.050003,219.059998,217.919998,218.990005,213.555038,69797200
2016-11-18,219.070007,219.270004,218.289993,218.5,213.077194,86265800
2016-11-21,219.169998,220.179993,219.0,220.149994,214.686249,72402600
2016-11-22,220.509995,220.789993,219.729996,220.580002,215.105591,67429000
2016-11-23,219.979996,220.759995,219.75,220.699997,215.222595,54690100
2016-11-25,221.100006,221.559998,221.009995,221.520004,216.022247,37872300
2016-11-28,221.160004,221.479996,220.360001,220.479996,215.008072,76572500
2016-11-29,220.520004,221.440002,220.169998,220.910004,215.427383,69886700
2016-11-30,221.630005,221.820007,220.309998,220.380005,214.910522,113291800
2016-12-01,220.729996,220.729996,219.149994,219.570007,214.120667,79040500
2016-12-02,219.669998,220.25,219.259995,219.679993,214.227921,74840300
2016-12-05,220.649994,221.399994,220.419998,221.0,215.515152,67837800
2016-12-06,221.220001,221.740005,220.660004,221.699997,216.1978,59877400
2016-12-07,221.520004,224.669998,221.380005,224.600006,219.025818,110738100
2016-12-08,224.570007,225.699997,224.259995,225.149994,219.562164,99714400
2016-12-09,225.410004,226.529999,225.369995,226.509995,220.888397,88005800
2016-12-12,226.399994,226.960007,225.759995,226.25,220.634857,102016100
2016-12-13,227.020004,228.339996,227.0,227.759995,222.107361,110477500
2016-12-14,227.410004,228.229996,225.369995,225.880005,220.274048,142501800
2016-12-15,226.160004,227.809998,225.889999,226.809998,221.180969,124972600
2016-12-16,226.009995,226.080002,224.669998,225.039993,220.748383,144174300
2016-12-19,225.25,226.020004,225.080002,225.529999,221.229034,90341100
2016-12-20,226.149994,226.570007,225.880005,226.399994,222.082443,89838800
2016-12-21,226.25,226.449997,225.770004,225.770004,221.464462,67909000
2016-12-22,225.600006,225.740005,224.919998,225.380005,221.081894,56219100
2016-12-23,225.429993,225.720001,225.210007,225.710007,221.405594,36251400
2016-12-27,226.020004,226.729996,226.0,226.270004,221.954926,42672500
2016-12-28,226.570007,226.589996,224.270004,224.399994,220.12056,64095000
2016-12-29,224.479996,224.889999,223.839996,224.350006,220.071533,47719500
2016-12-30,224.729996,224.830002,222.729996,223.529999,219.267166,108998300
2017-01-03,225.039993,225.830002,223.880005,225.240005,220.944565,91366500
2017-01-04,225.619995,226.75,225.610001,226.580002,222.259018,78744400
2017-01-05,226.270004,226.580002,225.479996,226.399994,222.082443,78379000
2017-01-06,226.529999,227.75,225.899994,227.210007,222.876999,71559900
2017-01-09,226.910004,227.070007,226.419998,226.460007,222.141312,46265300
2017-01-10,226.479996,227.449997,226.009995,226.460007,222.141312,63771900
2017-01-11,226.360001,227.100006,225.589996,227.100006,222.769089,74650000
2017-01-12,226.5,226.75,224.960007,226.529999,222.209961,72113200
2017-01-13,226.729996,227.399994,226.690002,227.050003,222.720047,62717900
2017-01-17,226.309998,226.779999,225.800003,226.25,221.935287,59261200
2017-01-18,226.539993,226.800003,225.899994,226.75,222.425766,54793300
2017-01-19,226.839996,227.0,225.410004,225.910004,221.601791,66608800
2017-01-20,226.699997,227.309998,225.970001,226.740005,222.415955,129168600
2017-01-23,226.740005,226.809998,225.270004,226.149994,221.837204,75061600
2017-01-24,226.399994,228.080002,226.270004,227.600006,223.259552,95555300
2017-01-25,228.699997,229.570007,228.509995,229.570007,225.191986,84437700
2017-01-26,229.399994,229.710007,229.009995,229.330002,224.956558,59970700
2017-01-27,229.419998,229.589996,228.759995,228.970001,224.603424,59711100
2017-01-30,228.169998,228.199997,226.410004,227.550003,223.21051,79737300
2017-01-31,226.979996,227.600006,226.320007,227.529999,223.190887,75880800
2017-02-01,227.529999,228.589996,226.940002,227.619995,223.279175,79117700
2017-02-02,227.619995,228.100006,226.820007,227.770004,223.426331,69657600
2017-02-03,228.820007,229.550003,228.460007,229.339996,224.96637,80563200
2017-02-06,228.869995,229.330002,228.539993,228.929993,224.564178,57790100
2017-02-07,229.380005,229.660004,228.720001,228.940002,224.574005,57931200
2017-02-08,228.940002,229.389999,228.309998,229.240005,224.868286,51566200
2017-02-09,229.240005,230.949997,229.240005,230.600006,226.202347,65955200
2017-02-10,231.0,231.770004,230.619995,231.509995,227.094986,66015900
2017-02-13,232.080002,233.070007,232.050003,232.770004,228.330963,55182100
2017-02-14,232.559998,233.710007,232.160004,233.699997,229.24321,67794500
2017-02-15,233.449997,235.139999,233.389999,234.919998,230.439957,86785800
2017-02-16,234.949997,235.160004,233.850006,234.720001,230.243774,84722400
2017-02-17,233.949997,235.089996,233.929993,235.089996,230.606705,77204100
2017-02-21,235.520004,236.690002,235.509995,236.490005,231.980011,88946100
2017-02-22,236.020004,236.539993,235.830002,236.279999,231.774017,62115200
2017-02-23,236.880005,236.899994,235.559998,236.440002,231.930984,74615900
2017-02-24,235.460007,236.789993,235.410004,236.740005,232.22525,82381600
2017-02-27,236.639999,237.309998,236.350006,237.110001,232.588181,56515400
2017-02-28,236.669998,236.949997,236.020004,236.470001,231.960403,96961900
2017-03-01,238.389999,240.320007,238.369995,239.779999,235.20726,149158200
2017-03-02,239.559998,239.570007,238.210007,238.270004,233.726074,70246000
2017-03-03,238.169998,238.610001,237.729996,238.419998,233.87323,81974300
2017-03-06,237.5,238.119995,237.009995,237.710007,233.176743,55391500
2017-03-07,237.360001,237.770004,236.759995,237.0,232.480301,65103700
2017-03-08,237.339996,237.639999,236.399994,236.559998,232.048691,78168800
2017-03-09,236.699997,237.240005,235.740005,236.860001,232.342972,90683900
2017-03-10,237.970001,238.020004,236.589996,237.690002,233.15715,81991700
2017-03-13,237.619995,237.860001,237.240005,237.809998,233.274841,57256800
2017-03-14,237.179993,237.240005,236.190002,236.899994,232.382187,59880800
2017-03-15,237.559998,239.440002,237.289993,238.949997,234.393112,96081800
2017-03-16,239.110001,239.199997,238.100006,238.479996,233.932053,78344000
2017-03-17,237.75,237.970001,237.029999,237.029999,233.52124,89002100
2017-03-20,237.029999,237.360001,236.320007,236.770004,233.265091,52537000
2017-03-21,237.470001,237.610001,233.580002,233.729996,230.270081,131809300
2017-03-22,233.770004,234.610001,233.050003,234.279999,230.811951,97569200
2017-03-23,234.279999,235.339996,233.600006,234.029999,230.565643,100410300
2017-03-24,234.380005,235.039993,232.960007,233.860001,230.398163,112504900
2017-03-27,231.929993,233.919998,231.610001,233.619995,230.161713,87454500
2017-03-28,233.270004,235.809998,233.139999,235.320007,231.836548,93483900
2017-03-29,234.990005,235.809998,234.729996,235.539993,232.053284,61950400
2017-03-30,235.470001,236.520004,235.270004,236.289993,232.792191,56737900
2017-03-31,235.899994,236.509995,235.679993,235.740005,232.250351,73733100
2017-04-03,235.800003,236.029999,233.910004,235.330002,231.846405,85546500
2017-04-04,235.0,235.580002,234.559998,235.479996,231.994171,56466200
2017-04-05,236.259995,237.389999,234.539993,234.779999,231.304535,108800600
2017-04-06,234.940002,236.039993,234.429993,235.440002,231.954788,69135800
2017-04-07,235.149994,236.0,234.639999,235.199997,231.718323,74412300
2017-04-10,235.360001,236.259995,234.729996,235.339996,231.856262,67615300
2017-04-11,234.899994,235.179993,233.339996,235.059998,231.580399,88045300
2017-04-12,234.740005,234.960007,233.770004,234.029999,230.565643,81864400
2017-04-13,233.639999,234.490005,232.509995,232.509995,229.068146,92880400
2017-04-17,233.110001,234.570007,232.880005,234.570007,231.097672,68405400
2017-04-18,233.720001,234.490005,233.080002,233.869995,230.408005,83225800
2017-04-19,234.520004,234.949997,233.179993,233.440002,229.98439,68699900
2017-04-20,234.149994,235.850006,233.779999,235.339996,231.856262,92572200
2017-04-21,235.25,235.309998,234.130005,234.589996,231.11734,110389800
2017-04-24,237.179993,237.410004,234.559998,237.169998,233.659164,119209900
2017-04-25,237.910004,238.949997,237.809998,238.550003,235.018738,76698300
2017-04-26,238.509995,239.529999,238.350006,238.399994,234.870956,84702500
2017-04-27,238.770004,238.949997,237.979996,238.600006,235.068008,57410300
2017-04-28,238.899994,238.929993,237.929993,238.080002,234.555679,53247400
2017-05-01,238.679993,239.169998,238.199997,238.679993,235.146805,66882500
2017-05-02,238.839996,238.979996,238.300003,238.770004,235.235489,57375700
2017-05-03,238.770004,238.880005,237.699997,238.479996,234.949768,73137700
2017-05-04,238.830002,238.919998,237.779999,238.759995,235.225616,61462700
2017-05-05,239.190002,239.720001,238.679993,239.699997,236.151718,62001300
2017-05-08,239.75,239.919998,239.169998,239.660004,236.11232,48385700
2017-05-09,239.960007,240.190002,239.039993,239.440002,235.895569,51363200
2017-05-10,239.389999,239.869995,239.149994,239.869995,236.319199,54293800
2017-05-11,239.350006,239.570007,238.130005,239.380005,235.836456,62358300
2017-05-12,239.089996,239.429993,238.669998,238.979996,235.442368,53912700
2017-05-15,239.470001,240.440002,239.449997,240.300003,236.742828,61918900
2017-05-16,240.639999,240.669998,239.630005,240.080002,236.526077,51241800
2017-05-17,240.080002,240.080002,235.75,235.820007,232.329147,172174100
2017-05-18,235.729996,237.75,235.429993,236.770004,233.265091,107047700
2017-05-19,237.330002,239.080002,237.270004,238.309998,234.782288,115011400
2017-05-22,238.899994,239.710007,238.820007,239.520004,235.97438,61010600
2017-05-23,239.949997,240.240005,239.509995,240.050003,236.496536,48341700
2017-05-24,240.320007,240.729996,239.929993,240.610001,237.048248,46927700
2017-05-25,241.199997,242.080002,240.960007,241.759995,238.181213,64071700
2017-05-26,241.539993,241.899994,241.449997,241.710007,238.131958,46629900
2017-05-30,241.339996,241.789993,241.160004,241.5,237.925079,35201900
2017-05-31,241.839996,241.880005,240.639999,241.440002,237.865967,91796000
